date,temp

2024-11-03,32.0

2024-11-04,30.2

2024-11-05,28.4

2024-11-06,30.2

2024-11-07,24.8

2024-11-08,26.6

2024-11-09,26.6

2024-11-10,28.4

2024-11-11,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

2024-11-12,26.6

